title,author,year,doi,url
Move your MDE teaching online: The MDENet Education Platform,"Zschaler, Steffen and Barnett, Will and Boronat, Artur and Garcia-Dominguez, Antonio and Kolovos, Dimitris",2024,10.1145/3652620.3687780,https://doi.org/10.1145/3652620.3687780
Multi-cloud Services Configuration Based on Risk Optimization,Oscar González-RojasJuan Tafurth,2019,10.1007/978-3-030-33246-4_45,http://link.springer.com/chapter/10.1007/978-3-030-33246-4_45
Multi-cloud provisioning of business processes,Kyriakos KritikosChrysostomos ZeginisJoaquin IranzoRoman Sosa GonzalezDaniel SeyboldFrank GriesingerJörg Domaschka,2019,10.1186/s13677-019-0143-x,http://link.springer.com/article/10.1186/s13677-019-0143-x
Multidimensional test coverage analysis: PARADIGM-COV tool,Ana C. R. PaivaLiliana Vilela,2017,10.1007/s10586-017-0728-4,http://link.springer.com/article/10.1007/s10586-017-0728-4
"NISS '24: Proceedings of the 7th International Conference on Networking, Intelligent Systems and Security",,2024,,
Natural Language–Based Conceptual Modelling Frameworks: State of the Art and Future Opportunities,"Hossain, Bayzid Ashik and Mukta, Md. Saddam Hossain and Islam, Md Adnanul and Zaman, Akib and Schwitter, Rolf",2023,10.1145/3596597,https://doi.org/10.1145/3596597
Navigating Unpredictability: Collaborative Networks in Non-linear Worlds,Luis M. Camarinha-MatosAngel OrtizXavier BoucherAnne-Marie Barthe-Delanoë,2024,10.1007/978-3-031-71743-7,http://link.springer.com/book/10.1007/978-3-031-71743-7
New Energy Power Generation Automation and Intelligent Technology,Pengfei GuYang XuWeihua ChenZhongqiu WangYongbin SunZheming Liu,2024,10.1007/978-981-97-7051-9,http://link.springer.com/book/10.1007/978-981-97-7051-9
New Frontiers in Cloud Computing and Internet of Things,Rajkumar BuyyaLalit GargGiancarlo FortinoSanjay Misra,2022,10.1007/978-3-031-05528-7,http://link.springer.com/book/10.1007/978-3-031-05528-7
New Perspectives in Software Engineering,Jezreel MejíaMirna MuñozAlvaro RochaYasmin Hernández PérezHimer Avila-George,2024,10.1007/978-3-031-50590-4,http://link.springer.com/book/10.1007/978-3-031-50590-4
New Perspectives in Software Engineering,Jezreel MejiaMirna MuñozÁlvaro RochaVíctor Hernández-Nava,2023,10.1007/978-3-031-20322-0,http://link.springer.com/book/10.1007/978-3-031-20322-0
"New Realities, Mobile Systems and Applications",Michael E. AuerProf. Dr. Thrasyvoulos Tsiatsos,2022,10.1007/978-3-030-96296-8,http://link.springer.com/book/10.1007/978-3-030-96296-8
New Trends in Database and Information Systems,Alberto AbellóPanos VassiliadisOscar RomeroRobert WrembelFrancesca BugiottiJohann GamperGenoveva Vargas SolarEster Zumpano,2023,10.1007/978-3-031-42941-5,http://link.springer.com/book/10.1007/978-3-031-42941-5
Node-level response time feedback loops to ease QoS control in “as a Service” architectures,Alberto Leva and Emilio Incerto,2023,https://doi.org/10.1016/j.ifacol.2023.10.1534,https://www.sciencedirect.com/science/article/pii/S2405896323019420
"Notes on ensembles of IoT, network functions and clouds for service-oriented computing and applications",Hong-Linh TruongNanjangud C. NarendraKwei-Jay Lin,2018,10.1007/s11761-018-0228-2,http://link.springer.com/article/10.1007/s11761-018-0228-2
Novel and Intelligent Digital Systems: Proceedings of the 4th International Conference (NiDS 2024),Phivos MylonasDimitris KardarasJaime Caro,2024,10.1007/978-3-031-73344-4,http://link.springer.com/book/10.1007/978-3-031-73344-4
Omni-script: Device independent user interface development for omni-channel fintech applications,Simge Ulusoy and Alper Batıoğlu and Tolga Ovatman,2019,https://doi.org/10.1016/j.csi.2019.01.003,https://www.sciencedirect.com/science/article/pii/S0920548918302332
On Autonomic Platform-as-a-Service: Characterisation and Conceptual Model,Rafael Tolosana-CalasanzJosé Ángel BañaresJosé-Manuel Colom,2015,10.1007/978-3-319-19728-9_18,http://link.springer.com/chapter/10.1007/978-3-319-19728-9_18
On Collaborative Model-Driven Development of Microservices,Jonas SorgallaFlorian RademacherSabine SachwehAlbert Zündorf,2018,10.1007/978-3-030-04771-9_45,http://link.springer.com/chapter/10.1007/978-3-030-04771-9_45
On Model-Based Coordination of Change in Organizations,Henderik A. Proper,2021,10.1007/978-3-030-84655-8_6,http://link.springer.com/chapter/10.1007/978-3-030-84655-8_6
On Observability and Monitoring of Distributed Systems – An Industry Interview Study,Sina NiedermaierFalko KoetterAndreas FreymannStefan Wagner,2019,10.1007/978-3-030-33702-5_3,http://link.springer.com/chapter/10.1007/978-3-030-33702-5_3
On the Effectiveness of Tools to Support Infrastructure as Code: Model-Driven Versus Code-Centric,"Sandobalín, Julio and Insfran, Emilio and Abrahão, Silvia",2020,10.1109/ACCESS.2020.2966597,
On the Integration of Automatic Deployment into the ABS Modeling Language,Stijn de GouwMichael LienhardtJacopo MauroBehrooz NobakhtGianluigi Zavattaro,2015,10.1007/978-3-319-24072-5_4,http://link.springer.com/chapter/10.1007/978-3-319-24072-5_4
On the Move to Meaningful Internet Systems: OTM 2019 Conferences,Hervé PanettoChristophe DebruyneMartin HeppDave LewisDr. Claudio Agostino ArdagnaRobert Meersman,2019,10.1007/978-3-030-33246-4,http://link.springer.com/book/10.1007/978-3-030-33246-4
On the modeling of optimal and automatized cloud application deployment,Stijn {de Gouw} and Jacopo Mauro and Gianluigi Zavattaro,2019,https://doi.org/10.1016/j.jlamp.2019.06.001,https://www.sciencedirect.com/science/article/pii/S235222081830138X
Online Learning of Run-Time Models for Performance and Resource Management in Data Centers,Jürgen WalterAntinisca Di MarcoSimon SpinnerPaola InverardiSamuel Kounev,2017,10.1007/978-3-319-47474-8_17,http://link.springer.com/chapter/10.1007/978-3-319-47474-8_17
Operationalizing Multi-Cloud Environments,Dr. Rajganesh NagarajanDr. Pethuru RajDr. Ramkumar Thirunavukarasu,2022,10.1007/978-3-030-74402-1,http://link.springer.com/book/10.1007/978-3-030-74402-1
"Optimising QoS-Assurance, Resource Usage and Cost of Fog Application Deployments",Antonio BrogiStefano FortiAhmad Ibrahim,2019,10.1007/978-3-030-29193-8_9,http://link.springer.com/chapter/10.1007/978-3-030-29193-8_9
Optimising the Software Development Process with Artificial Intelligence,José Raúl RomeroInmaculada Medina-BuloFrancisco Chicano,2023,10.1007/978-981-19-9948-2,http://link.springer.com/book/10.1007/978-981-19-9948-2
"Optimization, Learning Algorithms and Applications",Ana I. PereiraArmando MendesFlorbela P. FernandesMaria F. PachecoJoão P. CoelhoJosé Lima,2024,10.1007/978-3-031-53025-8,http://link.springer.com/book/10.1007/978-3-031-53025-8
Organization and Governance,Francisco Javier Campos Zabala,2023,10.1007/978-1-4842-9669-1_14,http://link.springer.com/chapter/10.1007/978-1-4842-9669-1_14
Orthogonal Variability Modeling to Support Multi-cloud Application Configuration,Pooyan JamshidiClaus Pahl,2015,10.1007/978-3-319-14886-1_23,http://link.springer.com/chapter/10.1007/978-3-319-14886-1_23
Out-of-the-Box Customizations,Sanjaya Yapa,2019,10.1007/978-1-4842-4379-4_3,http://link.springer.com/chapter/10.1007/978-1-4842-4379-4_3
PAX5 biallelic genomic alterations define a novel subgroup of B-cell precursor acute lymphoblastic leukemia,Lorenz BastianMichael P. SchroederCornelia EckertCornelia SchleeJutta Ortiz TanchezSebastian KämpfDimitrios L. WagnerVeronika SchulzeKonstandina IsaakidisJuan Lázaro-NavarroSonja HänzelmannAlva Rani JamesArif EkiciThomas BurmeisterStefan SchwartzMartin Schrappe,2019,10.1038/s41375-019-0430-z,http://link.springer.com/article/10.1038/s41375-019-0430-z
PIACERE Integrated Development Environment,"Villanueva, Eliseo and Torres, Ismael and Osaba, Eneko and Canzoneri, Sergio and Franchini, Andrea and Blasi, Lorenzo",2023,10.1145/3624486.3624507,https://doi.org/10.1145/3624486.3624507
PaaSport semantic model: An ontology for a platform-as-a-service semantically interoperable marketplace,Nick Bassiliades and Moisis Symeonidis and Panagiotis Gouvas and Efstratios Kontopoulos and Georgios Meditskos and Ioannis Vlahavas,2018,https://doi.org/10.1016/j.datak.2017.11.001,https://www.sciencedirect.com/science/article/pii/S0169023X17300551
PaaSword: A Holistic Data Privacy and Security by Design Framework for Cloud Services,Yiannis VerginadisAntonis MichalasPanagiotis GouvasGunther SchieferGerald HübschIraklis Paraskakis,2017,10.1007/s10723-017-9394-2,http://link.springer.com/article/10.1007/s10723-017-9394-2
Paradigm Shift! The Path to Brutal Automation,Lothar Reith,2019,10.1007/978-3-319-77724-5_10,http://link.springer.com/chapter/10.1007/978-3-319-77724-5_10
Participatory Modeling in Relation to Other Modeling Frameworks and Languages,Janis StirnaAnne Persson,2018,10.1007/978-3-319-94857-7_10,http://link.springer.com/chapter/10.1007/978-3-319-94857-7_10
Pattern Recognition,Prof. Dr. Osslan Osiris Vergara-VillegasVianey Guadalupe Cruz-SánchezJuan Humberto Sossa-AzuelaDr. Jesús Ariel Carrasco-OchoaJosé Francisco Martínez-TrinidadJosé Arturo Olvera-López,2022,10.1007/978-3-031-07750-0,http://link.springer.com/book/10.1007/978-3-031-07750-0
Paving a Path for a Combined Family of Feature Toggle and Configuration Option Research,"Mahdavi-Hezaveh, Rezvan and Fatima, Sameeha and Williams, Laurie",2024,10.1145/3672555,https://doi.org/10.1145/3672555
Performance Analysis of Blockchain-based Access Control Model for Personal Health Record System with Architectural Modelling and Simulation,Thein Than ThwinSangsuree Vasupongayya,2020,10.2991/ijndc.k.200515.002,http://link.springer.com/article/10.2991/ijndc.k.200515.002
Performance Engineering for Microservices and Serverless Applications: The RADON Approach,"Gias, Alim U. and van Hoorn, Andr\'{e} and Zhu, Lulai and Casale, Giuliano and D\""{u}llmann, Thomas F. and Wurster, Michael",2020,10.1145/3375555.3383120,https://doi.org/10.1145/3375555.3383120
Performance optimization for cloud computing systems in the microservice era: state-of-the-art and research opportunities,Rong ZengXiaofeng HouLu ZhangChao LiWenli ZhengMinyi Guo,2022,10.1007/s11704-020-0072-3,http://link.springer.com/article/10.1007/s11704-020-0072-3
Perspectives in Business Informatics Research,Václav ŘepaRaimundas MatulevičiusEmanuele Laurenzi,2024,10.1007/978-3-031-71333-0,http://link.springer.com/book/10.1007/978-3-031-71333-0
Perspectives in Business Informatics Research,Ērika NazarukaKurt SandkuhlUlf Seigerroth,2022,10.1007/978-3-031-16947-2,http://link.springer.com/book/10.1007/978-3-031-16947-2
Pipelines Have Feelings Too: A Structured Way To Design CI/CD Pipelines,"Chaudhari, Nirmal",2024,10.1145/3652620.3676876,https://doi.org/10.1145/3652620.3676876
Power Platform and Dynamics 365 CE for Absolute Beginners,Sanjaya Prakash Pradhan,2022,10.1007/978-1-4842-8600-5,http://link.springer.com/book/10.1007/978-1-4842-8600-5
Praxishandbuch Kompetenzen in der Digitalen Transformation der Arbeit,Petra BrunsWerner Bruns,2024,10.1007/978-3-658-44084-8,http://link.springer.com/book/10.1007/978-3-658-44084-8
Predicting resource consumption of Kubernetes container systems using resource models,Gianluca Turin and Andrea Borgarelli and Simone Donetti and Ferruccio Damiani and Einar Broch Johnsen and S. Lizeth {Tapia Tarifa},2023,https://doi.org/10.1016/j.jss.2023.111750,https://www.sciencedirect.com/science/article/pii/S0164121223001450
Preface,Ivan Mistrik and Nour Ali and Rami Bahsoon and Maritta Heisel and Bruce R. Maxim,2017,https://doi.org/10.1016/B978-0-12-805467-3.00028-4,https://www.sciencedirect.com/science/article/pii/B9780128054673000284
Preface for the 2nd Workshop on DevOps at MODELS'21,,2021,10.1109/MODELS-C53483.2021.00068,
Preface to the 1st Workshop on DevOps@MODELS,"Bordeleau, Francis and Bruel, Jean-Michel and Cabot, Jordi and Dingel, Juergen and Mosser, Sébastien",2019,10.1109/MODELS-C.2019.00089,
Preface to the special issue on success stories in model driven engineering,Paula Muñoz and Steffen Zschaler and Richard F. Paige,2024,https://doi.org/10.1016/j.scico.2023.103072,https://www.sciencedirect.com/science/article/pii/S0167642323001545
Preliminary Investigation into a Security Approach for Infrastructure as Code,Ammar ZeiniRuth G. LennonPatrick Lennon,2023,10.1007/978-981-99-3091-3_63,http://link.springer.com/chapter/10.1007/978-981-99-3091-3_63
Proceedings of Data Analytics and Management,Abhishek SwaroopZdzislaw PolkowskiSérgio Duarte CorreiaBal Virdee,2024,10.1007/978-981-99-6547-2,http://link.springer.com/book/10.1007/978-981-99-6547-2
Proceedings of Eighth International Congress on Information and Communication Technology,Xin-She YangR. Simon SherrattNilanjan DeyAmit Joshi,2023,10.1007/978-981-99-3091-3,http://link.springer.com/book/10.1007/978-981-99-3091-3
"Proceedings of Fourth International Conference on Computing, Communications, and Cyber-Security",Sudeep TanwarSlawomir T. WierzchonPradeep Kumar SinghMaria GanzhaGregory Epiphaniou,2023,10.1007/978-981-99-1479-1,http://link.springer.com/book/10.1007/978-981-99-1479-1
"Proceedings of International Conference on Image, Vision and Intelligent Systems 2023 (ICIVIS 2023)",Peng YouShuaiqi LiuJun Wang,2024,10.1007/978-981-97-0855-0,http://link.springer.com/book/10.1007/978-981-97-0855-0
Proceedings of International Conference on Network Security and Blockchain Technology,Dr. Debasis GiriDr. Jyotsna Kumar MandalDr. Kouichi SakuraiProf. Dr. Debashis De,2022,10.1007/978-981-19-3182-6,http://link.springer.com/book/10.1007/978-981-19-3182-6
Proceedings of Ninth International Congress on Information and Communication Technology,Xin-She YangSimon SherrattNilanjan DeyAmit Joshi,2024,10.1007/978-981-97-3305-7,http://link.springer.com/book/10.1007/978-981-97-3305-7
Proceedings of Ninth International Congress on Information and Communication Technology,Xin-She YangSimon SherrattNilanjan DeyAmit Joshi,2024,10.1007/978-981-97-4581-4,http://link.springer.com/book/10.1007/978-981-97-4581-4
Proceedings of Second International Conference on Sustainable Expert Systems,Dr. Subarna ShakyaDr. Ke-Lin DuDr. Wang Haoxiang,2022,10.1007/978-981-16-7657-4,http://link.springer.com/book/10.1007/978-981-16-7657-4
Proceedings of Seventh International Congress on Information and Communication Technology,Dr. Xin-She YangDr. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi,2023,10.1007/978-981-19-1607-6,http://link.springer.com/book/10.1007/978-981-19-1607-6
Proceedings of Seventh International Congress on Information and Communication Technology,Dr. Xin-She YangDr. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi,2023,10.1007/978-981-19-1610-6,http://link.springer.com/book/10.1007/978-981-19-1610-6
"Proceedings of Third International Conference on Communication, Computing and Electronics Systems",Dr. V. BindhuProf. João Manuel R. S. TavaresDr. Ke-Lin Du,2022,10.1007/978-981-16-8862-1,http://link.springer.com/book/10.1007/978-981-16-8862-1
Proceedings of the 14th International Conference on Soft Computing and Pattern Recognition (SoCPaR 2022),Ajith AbrahamThomas HanneNiketa GandhiPooja Manghirmalani  MishraAnu BajajPatrick Siarry,2023,10.1007/978-3-031-27524-1,http://link.springer.com/book/10.1007/978-3-031-27524-1
Proceedings of the 4th International Conference on Advances in Computational Science and Engineering,Vinesh ThiruchelvamRayner AlfredZamhar Iswandono Bin Awang IsmailHaviluddin HaviluddinAslina Baharum,2024,10.1007/978-981-97-2977-7,http://link.springer.com/book/10.1007/978-981-97-2977-7
"Proceedings of the 5th International Conference on Data Science, Machine Learning and Applications; Volume 2",Amit KumarVinit Kumar GunjanSabrina SenatoreYu-Chen Hu,2025,10.1007/978-981-97-8043-3,http://link.springer.com/book/10.1007/978-981-97-8043-3
Proceedings of the 8th International Conference on Advanced Intelligent Systems and Informatics 2022,Aboul Ella HassanienVáclav SnášelMincong TangTien-Wen SungKuo-Chi Chang,2023,10.1007/978-3-031-20601-6,http://link.springer.com/book/10.1007/978-3-031-20601-6
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2",Kohei Arai,2023,10.1007/978-3-031-18458-1,http://link.springer.com/book/10.1007/978-3-031-18458-1
"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 1",Kohei Arai,2023,10.1007/978-3-031-47454-5,http://link.springer.com/book/10.1007/978-3-031-47454-5
"Proceedings of the Future Technologies Conference (FTC) 2023, Volume 2",Kohei Arai,2023,10.1007/978-3-031-47451-4,http://link.springer.com/book/10.1007/978-3-031-47451-4
"Proceedings of the Future Technologies Conference (FTC) 2024, Volume 1",Kohei Arai,2024,10.1007/978-3-031-73110-5,http://link.springer.com/book/10.1007/978-3-031-73110-5
