Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Exploring the main building blocks of SOA method: SOA maturity model perspective","Service Oriented Computing and Applications","","11","2","10.1007/s11761-017-0207-z","Supriya PulparambilYoucef BaghdadiAbdullah Al-HamdaniMohammed Al-Badawi","2017","http://link.springer.com/article/10.1007/s11761-017-0207-z","Article"
"Design and Deploy Microsoft Defender for IoT","","","","","10.1007/979-8-8688-0239-3","Puthiyavan UdayakumarDr. R. Anandan","2024","http://link.springer.com/book/10.1007/979-8-8688-0239-3","Book"
"A Taxonomy of Vulnerabilities, Attacks, and Security Solutions in Industrial PLCs","CyberSecurity in a DevOps Environment","","","","10.1007/978-3-031-42212-6_1","Eduard Paul EnoiuKejsi BiçokuCristina SeceleanuMichael Felderer","2024","http://link.springer.com/chapter/10.1007/978-3-031-42212-6_1","Chapter"
"Using Runtime Information of Controllers for Safe Adaptation at Runtime: A Process Mining Approach","Computer Safety, Reliability, and Security. SAFECOMP 2023 Workshops","","","","10.1007/978-3-031-40953-0_8","Jorge Da SilvaMiren IllarramendiAsier Iriarte","2023","http://link.springer.com/chapter/10.1007/978-3-031-40953-0_8","Chapter"
"Software Engineering and Algorithms","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-77442-4","Dr. Radek Silhavy","2021","http://link.springer.com/book/10.1007/978-3-030-77442-4","Book"
"Virtual Product Creation in Industry","","","","","10.1007/978-3-662-64301-3","Rainer Stark","2022","http://link.springer.com/book/10.1007/978-3-662-64301-3","Book"
"Integrating scenario- and contract-based verification for automated vessels","Journal of Marine Science and Technology","","29","3","10.1007/s00773-024-01008-0","Georg HakeDavid ReiherJan MentjesAxel Hahn","2024","http://link.springer.com/article/10.1007/s00773-024-01008-0","Article"
"Engineering Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-48539-8","Andrei CiorteaMehdi DastaniJieting Luo","2023","http://link.springer.com/book/10.1007/978-3-031-48539-8","Book"
"On Autonomic Platform-as-a-Service: Characterisation and Conceptual Model","Agent and Multi-Agent Systems: Technologies and Applications","","","","10.1007/978-3-319-19728-9_18","Rafael Tolosana-CalasanzJosé Ángel BañaresJosé-Manuel Colom","2015","http://link.springer.com/chapter/10.1007/978-3-319-19728-9_18","Chapter"
"TOSCA-based Intent modelling: goal-modelling for infrastructure-as-code","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00404-x","Damian A. TamburriWillem-Jan Van den HeuvelChris LauwersPaul LiptonDerek PalmaMatt Rutkowski","2019","http://link.springer.com/article/10.1007/s00450-019-00404-x","Article"
"A Proposal of a Cloud-Oriented Security and Performance Simulator Provided as-a-Service","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_93","Valentina CasolaAlessandra De BenedictisMassimiliano RakUmberto Villano","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_93","Chapter"
"Migrating to Cloud-Native Architectures Using Microservices: An Experience Report","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-33313-7_15","Armin BalalaieAbbas HeydarnooriPooyan Jamshidi","2016","http://link.springer.com/chapter/10.1007/978-3-319-33313-7_15","Chapter"
"Augmented Reality, Virtual Reality, and Computer Graphics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-87595-4","Prof. Lucio Tommaso De PaolisPasquale ArpaiaPatrick Bourdot","2021","http://link.springer.com/book/10.1007/978-3-030-87595-4","Book"
"Human-Centered Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-031-14785-2","Regina BernhauptCarmelo ArditoStefan Sauer","2022","http://link.springer.com/book/10.1007/978-3-031-14785-2","Book"
"Knowledge representation of the state of a cloud-native application","International Journal on Software Tools for Technology Transfer","","26","1","10.1007/s10009-023-00705-2","Joanna KosińskaGrzegorz BrotońMaciej Tobiasz","2024","http://link.springer.com/article/10.1007/s10009-023-00705-2","Article"
"Big Data Analytics","Lecture Notes in Computer Science","","","","10.1007/978-3-030-93620-4","Satish Narayana SriramaProf. Dr. Jerry Chun-Wei LinDr. Raj BhatnagarDr. Sonali AgarwalP. Krishna Reddy","2021","http://link.springer.com/book/10.1007/978-3-030-93620-4","Book"
"GUEST EDITORIAL Special Issue on Recent Trends in Advanced Computing, Engineering and Technology: Transformation and Innovation","Programming and Computer Software","","48","8","10.1134/S0361768822080114","Andrei TchernykhReyes Juárez RamírezTeresa GuardaFilipe Portela","2022","http://link.springer.com/article/10.1134/S0361768822080114","Article"
"Co-Innovation Platforms","","","","","10.1007/978-3-030-75977-3","Dr. Tammy L. MadsenDavid Cruickshank","2022","http://link.springer.com/book/10.1007/978-3-030-75977-3","Book"
"Migration to Microservices: Barriers and Solutions","Applied Informatics","","","","10.1007/978-3-030-32475-9_20","Javad GhofraniArezoo Bozorgmehr","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_20","Chapter"
"Modeling of, for, and with digital twins","Software and Systems Modeling","","21","5","10.1007/s10270-022-01046-5","Jeff GrayBernhard Rumpe","2022","http://link.springer.com/article/10.1007/s10270-022-01046-5","Article"
"Modeling in advanced systems engineering","Software and Systems Modeling","","21","2","10.1007/s10270-022-00999-x","Jeff GrayBernhard Rumpe","2022","http://link.springer.com/article/10.1007/s10270-022-00999-x","Article"
"Tulsa: A Tool for Transforming UML to Layered Queueing Networks for Performance Analysis of Data Intensive Applications","Quantitative Evaluation of Systems","","","","10.1007/978-3-319-66335-7_18","Chen LiTaghreed AltamimiMana Hassanzadeh ZargariGiuliano CasaleDorina Petriu","2017","http://link.springer.com/chapter/10.1007/978-3-319-66335-7_18","Chapter"
"Banking 4.0","","","","","10.1007/978-981-16-6069-6","Mohan Bhatia","2022","http://link.springer.com/book/10.1007/978-981-16-6069-6","Book"
"Information Technology for Management: Approaches to Improving Business and Society","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-29570-6","Ewa ZiembaWitold ChmielarzJarosław Wątróbski","2023","http://link.springer.com/book/10.1007/978-3-031-29570-6","Book"
"Advances in Information and Communication","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-54053-0","Kohei Arai","2024","http://link.springer.com/book/10.1007/978-3-031-54053-0","Book"
"International Joint Conference 16th International Conference on Computational Intelligence in Security for Information Systems (CISIS 2023)  14th International Conference on EUropean Transnational Education (ICEUTE 2023)","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-42519-6","Pablo García BringasHilde Pérez GarcíaFrancisco Javier Martínez de PisónFrancisco Martínez ÁlvarezAlicia Troncoso LoraÁlvaro HerreroJosé Luis Calvo RolleHéctor QuintiánEmilio Corchado","2023","http://link.springer.com/book/10.1007/978-3-031-42519-6","Book"
"Modelling and Implementation of Complex Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18516-8","Salim ChikhiGregorio Diaz-DescalzoAbdelmalek AmineAllaoua ChaouiDjamel Eddine SaidouniMohamed Khireddine Kholladi","2023","http://link.springer.com/book/10.1007/978-3-031-18516-8","Book"
"Proceedings of the 5th International Conference on Data Science, Machine Learning and Applications; Volume 2","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-97-8043-3","Amit KumarVinit Kumar GunjanSabrina SenatoreYu-Chen Hu","2025","http://link.springer.com/book/10.1007/978-981-97-8043-3","Book"
"Applied Data Science in Tourism","Tourism on the Verge","","","","10.1007/978-3-030-88389-8","Prof. Dr. Roman Egger","2022","http://link.springer.com/book/10.1007/978-3-030-88389-8","Book"
"Quality assurance strategies for machine learning applications in big data analytics: an overview","Journal of Big Data","","11","1","10.1186/s40537-024-01028-y","Mihajlo OgrizovićDražen DraškovićDragan Bojić","2024","http://link.springer.com/article/10.1186/s40537-024-01028-y","Article"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-99-0769-4","Tomonobu SenjyuChakchai So–InAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-99-0769-4","Book"
"Industry Practices, Processes and Techniques Adopted in Education","","","","","10.1007/978-981-19-3517-6","Kathryn MacCallumDavid Parsons","2022","http://link.springer.com/book/10.1007/978-981-19-3517-6","Book"
"Enabling Continuous Software Engineering for Embedded Systems Architectures with Virtual Prototypes","Software Architecture","","","","10.1007/978-3-030-00761-4_8","Pablo Oliveira AntoninoMatthias JungAndreas MorgensternFlorian FaßnachtThomas BauerAdam BachorekThomas KuhnElisa Yumi Nakagawa","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_8","Chapter"
"Engineering Cloud-Based Applications: Towards an Application Lifecycle","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-79090-9_4","Vasilios Andrikopoulos","2018","http://link.springer.com/chapter/10.1007/978-3-319-79090-9_4","Chapter"
"Layered Service Model Architecture for Cloud Computing","Cloud Computing","","","","10.1007/978-3-030-99191-3_8","Vishal KaushikPrajwal BhardwajKaustubh Lohani","2022","http://link.springer.com/chapter/10.1007/978-3-030-99191-3_8","Chapter"
"Beginning Azure Cognitive Services","","","","","10.1007/978-1-4842-7176-6","Alicia MonizMatt GordonIda BergumMia ChangGinger Grant","2021","http://link.springer.com/book/10.1007/978-1-4842-7176-6","Book"
"Cloud Migration High-Level Requirements","Research Challenges in Information Science: Information Science and the Connected World","","","","10.1007/978-3-031-33080-3_2","Antoine AubéThomas Polacsek","2023","http://link.springer.com/chapter/10.1007/978-3-031-33080-3_2","Chapter"
"Business - IT Alignment in Cloud Environment Comparative Study","Proceedings of the 6th International Conference on Big Data and Internet of Things","","","","10.1007/978-3-031-28387-1_19","Manal BouachaHanaa Sbai","2023","http://link.springer.com/chapter/10.1007/978-3-031-28387-1_19","Chapter"
"A Survey on the Use of Lightweight Virtualization in I4.0 Manufacturing Environments","Journal of Network and Systems Management","","31","2","10.1007/s10922-023-09725-4","Giuseppe Di ModicaLuca Foschini","2023","http://link.springer.com/article/10.1007/s10922-023-09725-4","Article"
"QoS-Aware Orchestration of Network Intensive Software Utilities within Software Defined Data Centres","Journal of Grid Computing","","16","1","10.1007/s10723-017-9415-1","Uroš PaščinskiJernej TrnkoczyVlado StankovskiMatej CigaleSandi Gec","2018","http://link.springer.com/article/10.1007/s10723-017-9415-1","Article"
"Proceedings of the International Field Exploration and Development Conference 2023","Springer Series in Geomechanics and Geoengineering","","","","10.1007/978-981-97-0272-5","Jia'en Lin","2024","http://link.springer.com/book/10.1007/978-981-97-0272-5","Book"
"The Digital Journey of Banking and Insurance, Volume I","","","","","10.1007/978-3-030-78814-8","Volker LiermannClaus Stegmann","2021","http://link.springer.com/book/10.1007/978-3-030-78814-8","Book"
"Testing Software and Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-031-43240-8","Silvia BonfantiAngelo GargantiniPaolo Salvaneschi","2023","http://link.springer.com/book/10.1007/978-3-031-43240-8","Book"
"Towards engineering higher quality intelligent environments: a multi case study approach","Software Quality Journal","","32","3","10.1007/s11219-024-09678-0","Adityarajsingh SantokheeJuan Carlos AugustoLindsey Brodie","2024","http://link.springer.com/article/10.1007/s11219-024-09678-0","Article"
"Development of recommendation systems for software engineering: the CROSSMINER experience","Empirical Software Engineering","","26","4","10.1007/s10664-021-09963-7","Juri Di RoccoDavide Di RuscioClaudio Di SipioPhuong T. NguyenRiccardo Rubei","2021","http://link.springer.com/article/10.1007/s10664-021-09963-7","Article"
"A Collaborative Cyber-Physical Microservices Platform – the SITL-IoT Case","Smart and Sustainable Collaborative Networks 4.0","","","","10.1007/978-3-030-85969-5_38","Carlos GonçalvesA. Luís OsórioLuís M. Camarinha-MatosTiago DiasJosé Tavares","2021","http://link.springer.com/chapter/10.1007/978-3-030-85969-5_38","Chapter"
"Designing HDS Under Considering of QoS Robustness and Security for Heterogeneous IBN","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_2","Andriy LuntovskyyMykola Beshley","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_2","Chapter"
"Microservices: Architecting and Design Considerations","Azure Kubernetes Services with Microservices","","","","10.1007/978-1-4842-7809-3_2","Kasam Ahmed ShaikhShailesh S. Agaskar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_2","Chapter"
"Service-Oriented Computing – ICSOC 2023 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-981-97-0989-2","Flavia MontiPierluigi PlebaniNaouel MohaHye-young PaikJohanna BarzenGowri RamachandranDevis BianchiniDamian A. TamburriMassimo Mecella","2024","http://link.springer.com/book/10.1007/978-981-97-0989-2","Book"
"Equity, Diversity, and Inclusion in Software Engineering","","","","","10.1007/978-1-4842-9651-6","Daniela DamianKelly BlincoeDenae FordAlexander SerebrenikZainab Masood","2024","http://link.springer.com/book/10.1007/978-1-4842-9651-6","Book"
"Engineering 4.0—Foundations of the Digitalization of Engineering","System Lifecycle Management","","","","10.1007/978-3-658-33874-9_3","Martin Eigner","2021","http://link.springer.com/chapter/10.1007/978-3-658-33874-9_3","Chapter"
"Handbook of Engineering Systems Design","","","","","10.1007/978-3-030-81159-4","Anja MaierJosef OehmenPieter E. Vermaas","2022","http://link.springer.com/referencework/10.1007/978-3-030-81159-4","ReferenceWork"
"Application Software in Cloud-Ready Data Centers: A Survey","Engineering and Management of Data Centers","","","","10.1007/978-3-319-65082-1_12","Johannes HintschAteeq KhanAndré SieglingKlaus Turowski","2017","http://link.springer.com/chapter/10.1007/978-3-319-65082-1_12","Chapter"
"Modeling the Enterprise Architecture","Complex Enterprise Architecture","","","","10.1007/978-1-4842-4306-0_6","John D. McDowall","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4306-0_6","Chapter"
"Emerging Research in Computing, Information, Communication and Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-1342-5","Prof. N. R. ShettyProf. L. M. PatnaikProf. H. C. NagarajDr. Prasad N. HamsavathDr. N. Nalini","2022","http://link.springer.com/book/10.1007/978-981-16-1342-5","Book"
